modelParams|clParams|alpha,modelParams|sensorParams|encoders|Date_dayOfWeek:radius,modelParams|sensorParams|encoders|value:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.0001,1,311,0.1,12,9,1
